user_id,event,feature,event_date,plan
U1006,used_dashboard,dashboard,2026-04-11,pro
U1006,used_dashboard,dashboard,2025-07-27,pro
U1006,used_integrations,integrations,2025-12-25,pro
U1006,used_integrations,integrations,2026-04-02,pro
U1006,used_reports,reports,2026-03-11,pro
U1006,used_dashboard,dashboard,2026-01-18,pro
U1006,used_reports,reports,2026-02-04,pro
U1006,used_integrations,integrations,2026-01-06,pro
U1006,used_reports,reports,2025-11-25,pro
U1006,used_integrations,integrations,2025-11-22,pro
U1006,used_dashboard,dashboard,2026-02-21,pro
U1006,used_team_collab,team_collab,2026-03-25,pro
U1006,used_reports,reports,2026-02-06,pro
U1006,used_reports,reports,2025-10-11,pro
U1006,used_dashboard,dashboard,2025-08-13,pro
U1006,used_integrations,integrations,2026-01-11,pro
U1006,used_dashboard,dashboard,2026-03-08,pro
U1006,used_dashboard,dashboard,2026-03-16,pro
U1006,used_reports,reports,2025-10-07,pro
U1006,used_dashboard,dashboard,2025-10-13,pro
U1006,used_dashboard,dashboard,2025-12-08,pro
U1006,used_api_access,api_access,2026-02-14,pro
U1006,used_integrations,integrations,2026-01-10,pro
U1006,used_reports,reports,2026-04-25,pro
U1006,used_api_access,api_access,2026-01-04,pro
U1006,used_integrations,integrations,2026-04-01,pro
U1006,used_api_access,api_access,2025-08-13,pro
U1006,used_api_access,api_access,2025-11-23,pro
U1006,used_notifications,notifications,2025-12-20,pro
U1006,used_reports,reports,2025-09-10,pro
U1006,used_team_collab,team_collab,2025-09-14,pro
U1006,used_reports,reports,2025-09-15,pro
U1006,used_export,export,2025-12-26,pro
U1006,used_dashboard,dashboard,2025-08-18,pro
U1006,used_dashboard,dashboard,2025-08-23,pro
U1006,used_reports,reports,2026-02-02,pro
U1007,used_api_access,api_access,2026-03-20,free
U1008,used_reports,reports,2026-03-12,free
U1008,used_dashboard,dashboard,2026-01-21,free
U1008,used_reports,reports,2026-03-19,free
U1008,used_export,export,2025-11-13,free
U1008,used_api_access,api_access,2026-04-05,free
U1008,used_dashboard,dashboard,2026-01-28,free
U1009,used_api_access,api_access,2026-04-13,free
U1009,used_reports,reports,2026-03-19,free
U1009,used_dashboard,dashboard,2026-04-14,free
U1009,used_dashboard,dashboard,2026-01-04,free
U1009,used_notifications,notifications,2026-04-11,free
U1009,used_dashboard,dashboard,2026-04-11,free
U1009,used_dashboard,dashboard,2026-03-31,free
U1009,used_export,export,2025-12-06,free
U1010,used_team_collab,team_collab,2025-10-05,free
U1010,used_api_access,api_access,2025-09-06,free
U1010,used_dashboard,dashboard,2025-11-08,free
U1010,used_api_access,api_access,2025-08-17,free
U1010,used_team_collab,team_collab,2026-04-24,free
U1010,used_api_access,api_access,2026-04-14,free
U1010,used_api_access,api_access,2025-07-21,free
U1010,used_api_access,api_access,2026-03-29,free
U1010,used_team_collab,team_collab,2025-10-17,free
U1010,used_reports,reports,2025-05-29,free
U1010,used_dashboard,dashboard,2025-07-18,free
U1010,used_dashboard,dashboard,2025-10-10,free
U1010,used_dashboard,dashboard,2025-12-10,free
U1010,used_team_collab,team_collab,2025-07-18,free
U1010,used_reports,reports,2025-11-15,free
U1010,used_integrations,integrations,2025-09-28,free
U1010,used_export,export,2025-09-20,free
U1010,used_notifications,notifications,2026-01-13,free
U1010,used_team_collab,team_collab,2025-10-10,free
U1010,used_integrations,integrations,2025-11-01,free
U1010,used_notifications,notifications,2026-01-06,free
U1010,used_team_collab,team_collab,2025-07-23,free
U1010,used_integrations,integrations,2025-09-04,free
U1010,used_notifications,notifications,2026-04-22,free
U1010,used_reports,reports,2026-02-21,free
U1010,used_dashboard,dashboard,2025-11-30,free
U1010,used_dashboard,dashboard,2026-02-10,free
U1011,used_reports,reports,2026-04-13,starter
U1011,used_api_access,api_access,2026-01-24,starter
U1011,used_api_access,api_access,2025-12-12,starter
U1011,used_api_access,api_access,2026-03-23,starter
U1011,used_dashboard,dashboard,2026-01-28,starter
U1011,used_dashboard,dashboard,2025-12-19,starter
U1011,used_dashboard,dashboard,2026-01-28,starter
U1011,used_reports,reports,2026-02-07,starter
U1011,used_export,export,2026-02-17,starter
U1011,used_integrations,integrations,2026-01-19,starter
U1011,used_dashboard,dashboard,2026-04-22,starter
U1011,used_reports,reports,2026-03-21,starter
U1011,used_integrations,integrations,2026-03-30,starter
U1011,used_notifications,notifications,2026-01-19,starter
U1011,used_reports,reports,2025-12-31,starter
U1011,used_notifications,notifications,2026-03-07,starter
U1011,used_api_access,api_access,2026-01-15,starter
U1012,used_dashboard,dashboard,2025-08-25,free
U1012,used_dashboard,dashboard,2026-02-01,free
U1012,used_team_collab,team_collab,2025-10-18,free
U1012,used_dashboard,dashboard,2025-11-28,free
U1012,used_reports,reports,2025-11-29,free
U1012,used_dashboard,dashboard,2025-12-12,free
U1012,used_team_collab,team_collab,2025-10-29,free
U1012,used_dashboard,dashboard,2025-08-16,free
U1012,used_notifications,notifications,2025-10-28,free
U1012,used_team_collab,team_collab,2025-12-21,free
U1012,used_api_access,api_access,2025-10-10,free
U1012,used_dashboard,dashboard,2025-08-28,free
U1012,used_team_collab,team_collab,2026-02-14,free
U1012,used_reports,reports,2025-12-14,free
U1012,used_dashboard,dashboard,2025-08-23,free
U1012,used_dashboard,dashboard,2025-09-10,free
U1013,used_dashboard,dashboard,2026-01-30,free
U1013,used_reports,reports,2025-06-07,free
U1013,used_reports,reports,2025-11-07,free
U1013,used_reports,reports,2025-06-30,free
U1013,used_export,export,2025-08-27,free
U1013,used_team_collab,team_collab,2025-05-28,free
U1013,used_reports,reports,2026-04-08,free
U1013,used_api_access,api_access,2025-12-26,free
U1013,used_dashboard,dashboard,2025-05-21,free
U1013,used_integrations,integrations,2026-01-06,free
U1013,used_api_access,api_access,2025-12-10,free
U1013,used_team_collab,team_collab,2026-01-12,free
U1013,used_dashboard,dashboard,2025-12-19,free
U1013,used_dashboard,dashboard,2025-06-16,free
U1014,used_dashboard,dashboard,2025-07-15,starter
U1014,used_reports,reports,2026-04-07,starter
U1014,used_reports,reports,2025-11-25,starter
U1014,used_reports,reports,2026-04-13,starter
U1014,used_reports,reports,2026-01-30,starter
U1014,used_dashboard,dashboard,2026-01-18,starter
U1014,used_integrations,integrations,2025-08-09,starter
U1014,used_team_collab,team_collab,2026-03-21,starter
U1014,used_reports,reports,2025-09-30,starter
U1014,used_reports,reports,2025-10-06,starter
U1014,used_reports,reports,2026-01-30,starter
U1014,used_dashboard,dashboard,2025-07-30,starter
U1014,used_api_access,api_access,2025-11-19,starter
U1014,used_notifications,notifications,2025-12-20,starter
U1015,used_dashboard,dashboard,2025-09-30,starter
U1015,used_dashboard,dashboard,2025-10-09,starter
U1015,used_team_collab,team_collab,2025-10-15,starter
U1015,used_integrations,integrations,2026-03-05,starter
U1015,used_reports,reports,2025-09-26,starter
U1015,used_api_access,api_access,2026-02-11,starter
U1015,used_reports,reports,2026-03-25,starter
U1015,used_integrations,integrations,2026-03-31,starter
U1015,used_notifications,notifications,2025-09-22,starter
U1015,used_reports,reports,2026-02-02,starter
U1015,used_dashboard,dashboard,2025-12-13,starter
U1015,used_integrations,integrations,2025-12-19,starter
U1015,used_integrations,integrations,2026-02-22,starter
U1015,used_dashboard,dashboard,2026-03-03,starter
U1015,used_reports,reports,2026-01-16,starter
U1015,used_integrations,integrations,2026-04-03,starter
U1015,used_api_access,api_access,2025-09-09,starter
U1015,used_dashboard,dashboard,2026-01-10,starter
U1015,used_team_collab,team_collab,2026-01-13,starter
U1015,used_export,export,2026-02-01,starter
U1015,used_dashboard,dashboard,2026-02-22,starter
U1015,used_reports,reports,2025-11-08,starter
U1015,used_dashboard,dashboard,2026-03-20,starter
U1015,used_dashboard,dashboard,2025-09-11,starter
U1015,used_reports,reports,2025-12-15,starter
U1015,used_dashboard,dashboard,2026-04-16,starter
U1015,used_dashboard,dashboard,2026-03-04,starter
U1015,used_team_collab,team_collab,2026-02-09,starter
U1015,used_export,export,2025-10-09,starter
U1015,used_dashboard,dashboard,2025-11-14,starter
U1015,used_api_access,api_access,2025-09-21,starter
U1015,used_reports,reports,2026-01-13,starter
U1015,used_reports,reports,2026-04-01,starter
U1015,used_reports,reports,2026-04-10,starter
U1015,used_team_collab,team_collab,2025-12-15,starter
U1015,used_dashboard,dashboard,2025-10-24,starter
U1015,used_dashboard,dashboard,2025-10-22,starter
U1016,used_dashboard,dashboard,2025-12-28,free
U1016,used_notifications,notifications,2026-02-11,free
U1016,used_dashboard,dashboard,2025-08-21,free
U1016,used_export,export,2025-12-25,free
U1016,used_team_collab,team_collab,2025-10-02,free
U1016,used_dashboard,dashboard,2025-12-19,free
U1016,used_reports,reports,2025-07-27,free
U1016,used_dashboard,dashboard,2026-03-01,free
U1016,used_reports,reports,2026-02-03,free
U1016,used_reports,reports,2025-11-18,free
U1016,used_dashboard,dashboard,2026-01-21,free
U1016,used_reports,reports,2025-08-14,free
U1016,used_export,export,2026-03-16,free
U1016,used_reports,reports,2025-12-31,free
U1016,used_team_collab,team_collab,2026-02-16,free
U1016,used_dashboard,dashboard,2026-02-22,free
U1016,used_dashboard,dashboard,2026-02-16,free
U1016,used_dashboard,dashboard,2026-01-06,free
U1016,used_integrations,integrations,2026-03-16,free
U1017,used_reports,reports,2025-09-17,starter
U1017,used_dashboard,dashboard,2025-09-26,starter
U1017,used_reports,reports,2026-02-24,starter
U1017,used_integrations,integrations,2026-02-21,starter
U1017,used_dashboard,dashboard,2026-01-23,starter
U1017,used_dashboard,dashboard,2025-10-28,starter
U1017,used_reports,reports,2025-09-30,starter
U1017,used_export,export,2025-11-10,starter
U1017,used_reports,reports,2026-01-28,starter
U1017,used_dashboard,dashboard,2025-10-17,starter
U1017,used_dashboard,dashboard,2025-10-16,starter
U1017,used_api_access,api_access,2025-10-30,starter
U1017,used_dashboard,dashboard,2025-09-10,starter
U1017,used_reports,reports,2026-04-12,starter
U1017,used_api_access,api_access,2026-03-20,starter
U1017,used_integrations,integrations,2026-01-15,starter
U1017,used_dashboard,dashboard,2026-01-11,starter
U1017,used_reports,reports,2025-09-06,starter
U1017,used_team_collab,team_collab,2026-01-05,starter
U1017,used_reports,reports,2025-08-31,starter
U1017,used_dashboard,dashboard,2025-09-09,starter
U1017,used_dashboard,dashboard,2026-03-22,starter
U1017,used_integrations,integrations,2026-02-07,starter
U1017,used_api_access,api_access,2025-09-11,starter
U1017,used_api_access,api_access,2025-09-18,starter
U1017,used_reports,reports,2026-04-19,starter
U1017,used_reports,reports,2025-08-24,starter
U1017,used_dashboard,dashboard,2025-11-07,starter
U1017,used_reports,reports,2026-04-03,starter
U1018,used_reports,reports,2025-07-24,pro
U1018,used_notifications,notifications,2025-12-15,pro
U1018,used_reports,reports,2025-08-05,pro
U1018,used_dashboard,dashboard,2025-09-19,pro
U1018,used_notifications,notifications,2026-02-02,pro
U1018,used_reports,reports,2026-03-18,pro
U1018,used_reports,reports,2025-09-12,pro
U1018,used_reports,reports,2025-11-14,pro
U1018,used_api_access,api_access,2025-12-13,pro
U1018,used_team_collab,team_collab,2025-07-19,pro
U1018,used_dashboard,dashboard,2025-12-11,pro
U1018,used_reports,reports,2025-08-10,pro
U1018,used_dashboard,dashboard,2026-01-06,pro
U1018,used_dashboard,dashboard,2025-09-07,pro
U1018,used_api_access,api_access,2026-04-17,pro
U1018,used_dashboard,dashboard,2025-12-19,pro
U1018,used_dashboard,dashboard,2026-01-09,pro
U1018,used_dashboard,dashboard,2025-08-05,pro
U1018,used_api_access,api_access,2026-01-01,pro
U1018,used_integrations,integrations,2025-12-08,pro
U1018,used_dashboard,dashboard,2026-03-19,pro
U1018,used_reports,reports,2026-01-25,pro
U1018,used_reports,reports,2025-07-02,pro
U1018,used_notifications,notifications,2025-09-23,pro
U1018,used_export,export,2025-12-14,pro
U1018,used_dashboard,dashboard,2026-02-26,pro
U1018,used_dashboard,dashboard,2025-09-01,pro
U1018,used_integrations,integrations,2025-11-21,pro
U1018,used_reports,reports,2025-08-13,pro
U1018,used_integrations,integrations,2026-03-26,pro
U1018,used_dashboard,dashboard,2026-03-19,pro
U1018,used_integrations,integrations,2025-12-12,pro
U1018,used_reports,reports,2025-08-29,pro
U1018,used_dashboard,dashboard,2025-09-09,pro
U1018,used_team_collab,team_collab,2025-09-15,pro
U1018,used_reports,reports,2025-07-15,pro
U1018,used_notifications,notifications,2025-10-22,pro
U1018,used_team_collab,team_collab,2025-11-15,pro
U1018,used_dashboard,dashboard,2026-02-07,pro
U1018,used_dashboard,dashboard,2025-10-23,pro
U1018,used_export,export,2026-02-18,pro
U1018,used_reports,reports,2025-09-30,pro
U1018,used_notifications,notifications,2026-04-11,pro
U1018,used_team_collab,team_collab,2026-02-14,pro
U1018,used_reports,reports,2026-01-04,pro
U1018,used_notifications,notifications,2026-01-23,pro
U1018,used_integrations,integrations,2025-10-03,pro
U1018,used_integrations,integrations,2025-09-01,pro
U1018,used_api_access,api_access,2025-07-19,pro
U1018,used_reports,reports,2025-12-30,pro
U1018,used_team_collab,team_collab,2025-08-14,pro
U1018,used_integrations,integrations,2026-03-14,pro
U1018,used_dashboard,dashboard,2025-11-15,pro
U1018,used_dashboard,dashboard,2025-09-13,pro
U1018,used_dashboard,dashboard,2026-03-12,pro
U1018,used_dashboard,dashboard,2026-02-01,pro
U1018,used_integrations,integrations,2025-10-14,pro
U1018,used_export,export,2025-12-18,pro
U1018,used_dashboard,dashboard,2026-01-21,pro
U1018,used_reports,reports,2026-03-07,pro
U1018,used_notifications,notifications,2026-01-06,pro
U1018,used_dashboard,dashboard,2025-12-31,pro
U1018,used_export,export,2025-12-03,pro
U1018,used_team_collab,team_collab,2025-12-11,pro
U1018,used_dashboard,dashboard,2025-09-01,pro
U1018,used_api_access,api_access,2026-02-19,pro
U1018,used_team_collab,team_collab,2025-09-02,pro
U1018,used_reports,reports,2026-02-18,pro
U1018,used_export,export,2025-06-25,pro
U1018,used_dashboard,dashboard,2025-07-02,pro
U1018,used_reports,reports,2025-09-07,pro
U1018,used_reports,reports,2026-03-20,pro
U1018,used_dashboard,dashboard,2025-11-17,pro
U1018,used_dashboard,dashboard,2025-08-24,pro
U1018,used_api_access,api_access,2026-01-23,pro
U1018,used_dashboard,dashboard,2026-02-12,pro
U1018,used_reports,reports,2026-03-05,pro
U1018,used_api_access,api_access,2025-07-01,pro
U1018,used_dashboard,dashboard,2026-04-13,pro
U1018,used_dashboard,dashboard,2025-09-04,pro
U1018,used_api_access,api_access,2025-06-23,pro
U1018,used_reports,reports,2025-10-24,pro
U1018,used_api_access,api_access,2025-09-26,pro
U1018,used_reports,reports,2025-08-05,pro
U1018,used_dashboard,dashboard,2025-12-24,pro
U1018,used_reports,reports,2026-03-19,pro
U1018,used_reports,reports,2026-03-09,pro
U1018,used_integrations,integrations,2026-01-08,pro
U1018,used_api_access,api_access,2025-07-15,pro
U1018,used_dashboard,dashboard,2025-12-31,pro
U1018,used_reports,reports,2025-07-01,pro
U1018,used_dashboard,dashboard,2025-07-27,pro
U1018,used_team_collab,team_collab,2025-08-15,pro
U1018,used_dashboard,dashboard,2025-12-10,pro
U1018,used_reports,reports,2025-12-20,pro
U1018,used_integrations,integrations,2025-09-20,pro
U1018,used_notifications,notifications,2026-02-15,pro
U1018,used_api_access,api_access,2026-02-23,pro
U1018,used_dashboard,dashboard,2025-08-31,pro
U1018,used_dashboard,dashboard,2026-02-12,pro
U1018,used_dashboard,dashboard,2025-10-04,pro
U1018,used_export,export,2025-10-03,pro
U1018,used_export,export,2025-12-01,pro
U1018,used_reports,reports,2026-03-13,pro
U1018,used_reports,reports,2026-03-28,pro
U1018,used_team_collab,team_collab,2025-07-11,pro
U1018,used_dashboard,dashboard,2025-09-28,pro
U1018,used_integrations,integrations,2025-07-17,pro
U1018,used_dashboard,dashboard,2025-12-09,pro
U1018,used_reports,reports,2025-12-28,pro
U1018,used_team_collab,team_collab,2026-01-13,pro
U1018,used_dashboard,dashboard,2026-01-06,pro
U1018,used_reports,reports,2025-09-26,pro
U1018,used_reports,reports,2026-03-04,pro
U1018,used_dashboard,dashboard,2026-03-15,pro
U1018,used_team_collab,team_collab,2025-08-04,pro
U1018,used_reports,reports,2025-08-02,pro
U1018,used_reports,reports,2025-09-23,pro
U1018,used_dashboard,dashboard,2025-12-04,pro
U1018,used_api_access,api_access,2025-12-07,pro
U1018,used_reports,reports,2025-11-26,pro
U1018,used_dashboard,dashboard,2026-01-27,pro
U1018,used_reports,reports,2026-02-05,pro
U1018,used_team_collab,team_collab,2025-07-14,pro
U1018,used_api_access,api_access,2025-12-20,pro
U1018,used_dashboard,dashboard,2026-01-31,pro
U1018,used_dashboard,dashboard,2025-07-22,pro
U1018,used_reports,reports,2026-01-16,pro
U1018,used_notifications,notifications,2025-09-12,pro
U1018,used_integrations,integrations,2025-09-04,pro
U1018,used_dashboard,dashboard,2026-02-02,pro
U1018,used_dashboard,dashboard,2025-07-27,pro
U1018,used_reports,reports,2025-12-27,pro
U1018,used_dashboard,dashboard,2026-04-09,pro
U1018,used_api_access,api_access,2025-09-09,pro
U1018,used_reports,reports,2025-12-29,pro
U1018,used_reports,reports,2025-08-01,pro
U1018,used_reports,reports,2026-03-21,pro
U1018,used_api_access,api_access,2025-11-30,pro
U1018,used_notifications,notifications,2025-10-28,pro
U1018,used_team_collab,team_collab,2025-07-06,pro
U1018,used_reports,reports,2026-03-05,pro
U1018,used_dashboard,dashboard,2026-04-06,pro
U1018,used_team_collab,team_collab,2025-11-03,pro
U1018,used_notifications,notifications,2025-10-10,pro
U1018,used_api_access,api_access,2025-11-16,pro
U1018,used_dashboard,dashboard,2026-03-01,pro
U1018,used_integrations,integrations,2025-08-31,pro
U1018,used_dashboard,dashboard,2026-02-09,pro
U1018,used_notifications,notifications,2026-02-05,pro
U1018,used_api_access,api_access,2025-12-03,pro
U1018,used_reports,reports,2025-07-26,pro
U1018,used_export,export,2025-11-18,pro
U1018,used_team_collab,team_collab,2025-09-11,pro
U1018,used_team_collab,team_collab,2025-09-20,pro
U1018,used_dashboard,dashboard,2026-03-10,pro
U1018,used_team_collab,team_collab,2025-10-03,pro
U1018,used_team_collab,team_collab,2025-10-22,pro
U1018,used_reports,reports,2025-07-06,pro
U1018,used_reports,reports,2026-04-12,pro
U1018,used_dashboard,dashboard,2026-04-01,pro
U1018,used_dashboard,dashboard,2025-08-06,pro
U1018,used_notifications,notifications,2026-01-12,pro
U1018,used_reports,reports,2026-02-23,pro
U1018,used_integrations,integrations,2026-01-18,pro
U1018,used_dashboard,dashboard,2025-07-30,pro
U1018,used_api_access,api_access,2025-12-02,pro
U1018,used_reports,reports,2026-02-08,pro
U1018,used_dashboard,dashboard,2026-03-14,pro
U1018,used_api_access,api_access,2026-04-01,pro
U1018,used_team_collab,team_collab,2025-09-24,pro
U1018,used_reports,reports,2025-08-28,pro
U1018,used_integrations,integrations,2025-07-21,pro
U1018,used_dashboard,dashboard,2026-03-15,pro
U1018,used_dashboard,dashboard,2025-09-15,pro
U1018,used_dashboard,dashboard,2025-10-16,pro
U1018,used_export,export,2026-03-15,pro
U1018,used_dashboard,dashboard,2025-08-02,pro
U1018,used_dashboard,dashboard,2026-04-01,pro
U1018,used_api_access,api_access,2025-11-25,pro
U1018,used_reports,reports,2025-08-09,pro
U1018,used_reports,reports,2025-09-17,pro
U1018,used_dashboard,dashboard,2026-04-16,pro
U1018,used_integrations,integrations,2025-12-12,pro
U1018,used_dashboard,dashboard,2026-04-07,pro
U1018,used_dashboard,dashboard,2025-07-07,pro
U1018,used_dashboard,dashboard,2026-04-14,pro
U1018,used_team_collab,team_collab,2025-10-08,pro
U1018,used_api_access,api_access,2026-01-22,pro
U1018,used_reports,reports,2025-07-08,pro
U1018,used_dashboard,dashboard,2026-03-29,pro
U1018,used_reports,reports,2025-11-24,pro
U1018,used_dashboard,dashboard,2026-01-16,pro
U1018,used_api_access,api_access,2025-07-30,pro
U1018,used_reports,reports,2025-09-11,pro
U1018,used_reports,reports,2026-02-25,pro
U1018,used_api_access,api_access,2025-12-14,pro
U1018,used_integrations,integrations,2025-11-30,pro
U1018,used_team_collab,team_collab,2025-12-03,pro
U1018,used_notifications,notifications,2025-12-16,pro
U1018,used_team_collab,team_collab,2025-08-28,pro
U1018,used_reports,reports,2026-03-13,pro
U1018,used_dashboard,dashboard,2025-12-03,pro
U1020,used_dashboard,dashboard,2025-12-05,pro
U1020,used_notifications,notifications,2026-03-17,pro
U1020,used_integrations,integrations,2026-01-30,pro
U1020,used_dashboard,dashboard,2026-04-19,pro
U1020,used_reports,reports,2026-01-30,pro
U1020,used_reports,reports,2026-04-16,pro
U1020,used_export,export,2025-12-26,pro
U1020,used_dashboard,dashboard,2026-03-13,pro
U1020,used_dashboard,dashboard,2025-12-04,pro
U1020,used_reports,reports,2026-04-05,pro
U1021,used_dashboard,dashboard,2026-01-22,starter
U1021,used_team_collab,team_collab,2025-10-29,starter
U1021,used_reports,reports,2026-01-08,starter
U1021,used_dashboard,dashboard,2026-01-07,starter
U1021,used_dashboard,dashboard,2026-03-30,starter
U1021,used_dashboard,dashboard,2026-03-26,starter
U1021,used_reports,reports,2025-12-30,starter
U1021,used_dashboard,dashboard,2026-03-24,starter
U1021,used_dashboard,dashboard,2026-04-24,starter
U1021,used_reports,reports,2025-08-04,starter
U1021,used_reports,reports,2025-12-06,starter
U1021,used_team_collab,team_collab,2025-12-20,starter
U1022,used_reports,reports,2026-04-11,free
U1022,used_dashboard,dashboard,2025-08-14,free
U1022,used_team_collab,team_collab,2025-10-03,free
U1022,used_reports,reports,2026-03-24,free
U1022,used_api_access,api_access,2025-10-09,free
U1022,used_dashboard,dashboard,2026-04-14,free
U1023,used_reports,reports,2026-03-12,free
U1023,used_reports,reports,2026-03-17,free
U1024,used_reports,reports,2026-03-24,pro
U1024,used_reports,reports,2026-03-14,pro
U1024,used_dashboard,dashboard,2026-04-23,pro
U1024,used_team_collab,team_collab,2026-03-29,pro
U1024,used_dashboard,dashboard,2026-03-19,pro
U1024,used_dashboard,dashboard,2026-04-07,pro
U1024,used_api_access,api_access,2026-04-22,pro
U1024,used_api_access,api_access,2026-03-23,pro
U1024,used_dashboard,dashboard,2026-03-24,pro
U1024,used_api_access,api_access,2026-04-18,pro
U1024,used_notifications,notifications,2026-02-28,pro
U1024,used_export,export,2026-03-28,pro
U1024,used_api_access,api_access,2026-04-12,pro
U1024,used_export,export,2026-03-17,pro
U1024,used_notifications,notifications,2026-03-16,pro
U1024,used_dashboard,dashboard,2026-03-17,pro
